,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state,trimestre,quarter,year
10,72da19d53265a57c6e81454bb0c7add3,2cd340f0483672ef400892090c549289,delivered,2017-08-21 23:14:08,2017-08-21 23:25:34,2017-08-22 21:27:49,2017-08-29 16:28:15,2017-09-21 00:00:00,1,9fb9a39f2e393018aaeb432394aff48f,c03121937e54a93fcc1825c3098bbb6e,2017-08-27 23:25:34,149.0,25.59,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,6228f4cc46e0be9010314a81be184ab2,5.0,,,2017-08-30 00:00:00,2017-09-01 13:55:01,787dd15dd132f3707a7f82a76c542d78,75470,nova veneza,GO,82800,curitiba,PR,2017Q3,3 tri,2017
11,800cb25e1a401b941efcfa9cf9981fe9,e7a52d4b67cd24ec354a53e89eff0429,delivered,2018-04-12 19:46:18,2018-04-13 02:32:21,2018-04-13 23:06:28,2018-04-18 21:03:43,2018-05-10 00:00:00,1,9fb9a39f2e393018aaeb432394aff48f,c03121937e54a93fcc1825c3098bbb6e,2018-04-19 02:31:34,149.0,19.31,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,948befa680ae6ce06124e4ebcab763be,5.0,,,2018-04-19 00:00:00,2018-04-20 00:57:55,f686a1923736f3350bc5d85d1301ceab,26053,nova iguacu,RJ,82800,curitiba,PR,2018Q2,2 tri,2018
12,92b48ee2f99d597171a30fc4a45e81ad,6c8c6dcacef23de010f797976a3a1790,delivered,2017-04-18 19:53:27,2017-04-18 20:05:17,2017-04-24 12:08:34,2017-05-11 12:24:12,2017-05-22 00:00:00,1,9fb9a39f2e393018aaeb432394aff48f,c03121937e54a93fcc1825c3098bbb6e,2017-04-25 20:05:17,149.0,32.64,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,071f7cab9336550be2ad501bd1091636,5.0,,"Agradeço pelo atendimento e pela rápida entrega do produto.Assim continuarei a comprar mais ainda no portal das lannister, pois oferece preços e descontos acessíveis.",2017-05-12 00:00:00,2017-05-16 08:59:48,4bb738bc373da3582899244c67c0dd19,65907,imperatriz,MA,82800,curitiba,PR,2017Q2,2 tri,2017
13,a6684913599fe52e243ed5d52a2ab57b,7f9e38df3bdcc0a32b5b330288cf7b6d,delivered,2017-03-28 17:03:51,2017-03-28 17:15:37,2017-03-29 15:18:21,2017-04-06 10:12:50,2017-04-24 00:00:00,1,9fb9a39f2e393018aaeb432394aff48f,c03121937e54a93fcc1825c3098bbb6e,2017-04-03 17:15:37,149.0,21.36,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,3d9785698f04675afca20c826a38499a,5.0,,,2017-04-07 00:00:00,2017-04-08 00:15:39,672f3b5b341682ebfd96a23f53f4d771,35490,entre rios de minas,MG,82800,curitiba,PR,2017Q1,1 tri,2017
14,f2228e3e55ff956909ad7750f08516fd,fb60e1236b474808fc33b9d2bf26d323,delivered,2018-04-01 11:17:22,2018-04-01 11:30:17,2018-04-04 00:47:20,2018-04-11 18:52:20,2018-04-25 00:00:00,1,9fb9a39f2e393018aaeb432394aff48f,c03121937e54a93fcc1825c3098bbb6e,2018-04-05 11:30:17,149.0,21.96,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0,e0019ab7c4d0ce1a22aaf3688d5bb61f,5.0,,,2018-04-12 00:00:00,2018-04-13 11:09:23,27a79a1c25acfaf04056f8be771fe8b3,89899,ipora do oeste,SC,82800,curitiba,PR,2018Q2,2 tri,2018
15,016495aaab3fb481dc9decab2b4fdbfb,bd1b4c23a6f9365b44d99b2c7905cea2,delivered,2017-11-19 17:51:15,2017-11-21 03:48:25,2017-11-21 17:11:54,2017-11-22 17:52:46,2017-12-01 00:00:00,1,9a060643636bd1e41788cb32262ac9ef,6e864f5c4669eff3d98140a07cc50202,2017-11-27 03:48:25,15.0,7.78,livros_interesse_geral,30.0,456.0,1.0,300.0,21.0,5.0,14.0,f90cabcd15d04729018ac9fdf45169de,5.0,,,2017-11-23 00:00:00,2017-11-23 20:44:53,cc1166c2411979ef1709678719e5d771,13188,hortolandia,SP,5639,sao paulo,SP,2017Q4,4 tri,2017
16,0193a99edc8c599aaa16f9b9e991efb8,27b04e3afd2217cfac1020a7da0cfc25,delivered,2018-07-29 07:27:26,2018-07-29 07:35:09,2018-07-30 15:11:00,2018-08-01 22:32:40,2018-08-13 00:00:00,1,cee4ebfc997a2ac7f01145efb59cc7be,527801b552d0077ffd170872eb49683b,2018-07-31 07:35:09,154.9,15.39,livros_interesse_geral,48.0,647.0,1.0,1450.0,16.0,25.0,11.0,c2babb5fd0e3e13707274820a7227d25,5.0,,,2018-08-02 00:00:00,2018-08-03 04:55:37,5f8ad624020f7db33a63d5a0e5d14348,19010,presidente prudente,SP,17400,garca,SP,2018Q3,3 tri,2018
17,927171112ca5b7f6e6708652872623ae,0dc8040ac9937fc813da59b9542f6651,delivered,2017-12-24 15:59:34,2017-12-24 16:09:22,2017-12-26 14:17:43,2018-01-04 21:15:55,2018-01-29 00:00:00,1,cee4ebfc997a2ac7f01145efb59cc7be,527801b552d0077ffd170872eb49683b,2017-12-29 16:09:22,159.9,18.37,livros_interesse_geral,48.0,647.0,1.0,1450.0,16.0,25.0,11.0,ee0299e08ae07814db0f40c73efc1c40,5.0,,,2018-01-05 00:00:00,2018-01-08 18:01:26,7175d82a5727500e448150a985b1459f,84935,tomazina,PR,17400,garca,SP,2017Q4,4 tri,2017
18,9e10abcef882f49dc69054c4b9f001b7,19120755286ce78597e0b3c65207bfc5,delivered,2018-08-03 20:24:45,2018-08-04 20:24:11,2018-08-10 15:17:00,2018-08-13 22:44:51,2018-08-09 00:00:00,1,cee4ebfc997a2ac7f01145efb59cc7be,527801b552d0077ffd170872eb49683b,2018-08-07 20:24:11,154.9,15.39,livros_interesse_geral,48.0,647.0,1.0,1450.0,16.0,25.0,11.0,6613d226e5c9b5d43354ba678d60e299,5.0,,,2018-08-12 00:00:00,2018-08-19 15:58:36,bfcc752781919c28fb1f9a4fa1cbd854,18075,sorocaba,SP,17400,garca,SP,2018Q3,3 tri,2018
19,01c1644529b18608f086d2ff0f3b8181,3c90bb0fba16e889f898e2da1df5fb32,delivered,2018-06-23 09:55:44,2018-06-26 05:12:58,2018-06-26 14:25:00,2018-07-05 20:24:21,2018-08-01 00:00:00,1,8b41f2becf919f6177cca1ff15dfd311,ba143b05f0110f0dc71ad71b4466ce92,2018-07-02 05:12:58,103.99,31.6,livros_tecnicos,41.0,1362.0,1.0,1550.0,29.0,5.0,21.0,d41f539f0409497c3ff6724c75a5d9cc,4.0,Bom,"Ótimo, entregar no prazo.",2018-07-06 00:00:00,2018-07-09 11:46:28,95206211b1daa20267e50fdd46555802,78643,querencia,MT,2274,sao paulo,SP,2018Q2,2 tri,2018
20,01c7b08f0c05952ce15edb928bb63d2d,378b80aaccaaf259cfd1389b968e4bb2,delivered,2018-04-02 16:59:53,2018-04-02 17:10:25,2018-04-05 13:03:32,2018-04-18 18:56:38,2018-05-02 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-04-06 17:10:25,274.95,26.04,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,5e33269228033e7fbacbc9aa3936bb3e,5.0,,,2018-04-19 00:00:00,2018-04-22 01:26:41,19d49f41fb53c169a6ad94ff06b023b1,85884,medianeira,PR,1257,sao paulo,SP,2018Q2,2 tri,2018
21,13d7a56c8538c342f96bc88730ef2919,58c7eca5a1e730d5de52cbf26eb9d3d2,delivered,2018-06-04 18:46:20,2018-06-05 17:15:47,2018-06-08 09:53:00,2018-06-20 17:04:13,2018-07-11 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-06-13 17:15:47,274.95,28.0,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,6dfb93e2f54e87bf30b7a4b4111228df,5.0,,,2018-06-21 00:00:00,2018-06-21 21:00:18,bb91ca6a6e46d8044a17b4787aa76be4,37410,tres coracoes,MG,1257,sao paulo,SP,2018Q2,2 tri,2018
22,1deb5e48c7ba534c27d83f4a6afea25f,b9ef1863b949550a997d6e6af47a270c,delivered,2017-12-11 11:46:29,2017-12-11 11:58:22,2017-12-13 21:45:53,2017-12-21 16:14:50,2018-01-18 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-01-02 11:58:22,274.95,17.55,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,34b9bba538266a03098f68ea88df62d5,5.0,,,2017-12-22 00:00:00,2017-12-23 01:04:24,d92b08bde554b678f78dff8ff2c21816,14010,ribeirao preto,SP,1257,sao paulo,SP,2017Q4,4 tri,2017
23,32751a5c3421cf9ebf41c8b2d0d07634,91bc4ec703dd6f90ae1da3258f10fe6a,delivered,2017-08-21 10:26:18,2017-08-23 02:51:04,2017-08-24 16:29:54,2017-08-30 18:15:09,2017-09-27 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2017-09-13 02:51:04,384.93,16.44,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,72cbb44fff889facdc73e201b5fa4e2d,5.0,,,2017-08-31 00:00:00,2017-09-01 02:13:09,12e60c0e800cc66349d537d7ea879bfd,80035,curitiba,PR,1257,sao paulo,SP,2017Q3,3 tri,2017
24,680c07899bf40cd24cbf3e97b9bd7052,5591abc9e7f9c644e7e7912aac65b718,delivered,2018-01-02 14:48:48,2018-01-02 15:07:36,2018-01-11 14:43:21,2018-01-16 14:57:10,2018-02-08 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-01-22 15:07:36,274.95,21.41,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,68602676163ca535906f5830dfe57856,5.0,,,2018-01-17 00:00:00,2018-01-20 02:28:09,b57f9033a613c53e899c89a7e61cb211,29050,vitoria,ES,1257,sao paulo,SP,2018Q1,1 tri,2018
25,7e64edc21c29eb4ab27967e6462683b3,a89e9e4afe74397b3265aabd5b74d143,delivered,2018-06-20 16:41:45,2018-06-20 17:00:59,2018-06-28 11:22:00,2018-06-30 00:42:33,2018-07-12 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-06-28 17:00:59,274.95,14.23,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,d190597be38c806284cb1c39a6851e62,5.0,,,2018-07-01 00:00:00,2018-07-01 07:41:40,13171de95e9334fadd9fbf009ed9009c,1321,sao paulo,SP,1257,sao paulo,SP,2018Q2,2 tri,2018
26,a94c2deaf09e56146b6a6703f2583aa6,eb4078d965b4019b0d9e1106e910f788,delivered,2018-03-08 10:46:04,2018-03-08 11:08:42,2018-03-12 22:48:43,2018-03-14 16:05:18,2018-04-11 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-03-28 11:08:42,274.95,15.53,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,b58a9cc766dcd5df409e5aa0d6efe64d,5.0,,,2018-03-15 00:00:00,2018-03-19 14:47:16,b12673c1e4c870989924b8a4d791096a,1526,sao paulo,SP,1257,sao paulo,SP,2018Q1,1 tri,2018
27,e775e2a68408d7fa3fc0297268f1abf4,fa0cae916a066784cefe40972350de64,delivered,2018-07-10 13:05:39,2018-07-10 13:30:53,2018-07-16 06:03:00,2018-07-30 20:41:49,2018-08-02 00:00:00,1,edd087ed331c3ce178ec3489b9ecf117,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-07-19 13:15:22,274.95,23.23,livros_tecnicos,55.0,2138.0,1.0,2450.0,20.0,30.0,22.0,337db183f0e036255b738f5cd04d3f06,5.0,,,2018-07-31 00:00:00,2018-08-03 20:28:29,6b102c363647e94b0c8fc664a6dbdf42,73030,brasilia,DF,1257,sao paulo,SP,2018Q3,3 tri,2018
28,022e89c60857b5c81788e7e09d04b3ef,5f903b2d6b866fe2698c86e8dd4628c1,delivered,2018-06-06 14:59:11,2018-06-08 03:13:19,2018-06-08 15:44:00,2018-06-14 20:33:09,2018-07-12 00:00:00,1,20bc10f7f2776f8b2eb6b817d2df190a,f0b47fbbc6dee9aafe415a6e33051b3f,2018-06-18 03:13:19,29.9,13.71,livros_interesse_geral,47.0,891.0,1.0,400.0,35.0,4.0,30.0,f7806e84643265609b2b6edeff314921,3.0,,,2018-06-15 00:00:00,2018-06-21 11:36:21,4a2d9ad51edec61456cdcce3daefaeda,12630,cachoeira paulista,SP,9360,maua,SP,2018Q2,2 tri,2018
29,dbd7699191343e1c3f7a879f92dda7a7,fb37886bcb6e4fb244044d8af4100030,delivered,2018-06-19 12:04:00,2018-06-20 02:55:29,2018-06-21 17:03:00,2018-06-25 20:51:38,2018-07-16 00:00:00,1,20bc10f7f2776f8b2eb6b817d2df190a,f0b47fbbc6dee9aafe415a6e33051b3f,2018-06-27 02:55:29,29.9,12.87,livros_interesse_geral,47.0,891.0,1.0,400.0,35.0,4.0,30.0,3b27ced4ac8330756ce8a523c9b3fccb,5.0,,,2018-06-26 00:00:00,2018-06-30 16:36:04,17fe7911c59e5a57acfe92729ee04c2c,16370,promissao,SP,9360,maua,SP,2018Q2,2 tri,2018
30,02a0eb7c22b0616c767a45954a2a28f6,43d9a8df81f815755d9a258f2ee3135f,invoiced,2016-10-09 10:34:58,2016-10-10 08:14:52,,,2016-12-12 00:00:00,1,5f8c74f4a3d2b616857fcb7d4dd1f61a,83e197e95a1bbabc8c75e883ed016c47,2016-10-14 08:14:53,119.5,25.04,livros_interesse_geral,41.0,1009.0,1.0,1500.0,25.0,6.0,19.0,f640f6b13aa48409963e67e2f5381e7c,5.0,,,2016-12-14 00:00:00,2016-12-14 03:46:43,2b18ce67b0eecc6b8f099bfdaabf545b,55150,belo jardim,PE,25900,mage,RJ,2016Q4,4 tri,2016
31,416644f246fec0176f413ba4e49a4292,c11f08a4824c29c57464c20ac031cfc6,delivered,2017-04-22 15:05:33,2017-04-22 15:15:19,2017-04-24 10:05:07,2017-05-11 09:33:44,2017-05-19 00:00:00,1,5f8c74f4a3d2b616857fcb7d4dd1f61a,83e197e95a1bbabc8c75e883ed016c47,2017-04-27 15:15:19,119.5,21.47,livros_interesse_geral,41.0,1009.0,1.0,1500.0,25.0,6.0,19.0,bb781342e4ef785245a15d24e44dc47c,5.0,,,2017-05-12 00:00:00,2017-05-12 21:14:40,cc94f1105979be8382c928bbf410d010,76165,americano do brasil,GO,25900,mage,RJ,2017Q2,2 tri,2017
32,9abb2627b40ff1591e62553894e6b312,83ee662793d8345e9619b6d96f5b9d15,delivered,2017-01-31 17:31:36,2017-01-31 17:45:18,2017-02-01 10:58:21,2017-02-07 08:28:03,2017-03-09 00:00:00,1,5f8c74f4a3d2b616857fcb7d4dd1f61a,83e197e95a1bbabc8c75e883ed016c47,2017-02-04 17:31:36,109.9,17.51,livros_interesse_geral,41.0,1009.0,1.0,1500.0,25.0,6.0,19.0,58367fabcc90c26d63fac9583b47112a,5.0,,,2017-02-08 00:00:00,2017-02-09 19:36:06,69e4074cb5368c1539397e4ea570757a,3572,sao paulo,SP,25900,mage,RJ,2017Q1,1 tri,2017
33,02b7e7c49710de373ce4bb83fd4bf81d,958a6f45092caf24c9c986aae8324cae,delivered,2017-05-10 07:27:24,2017-05-10 07:35:07,2017-05-11 12:39:58,2017-05-17 13:05:47,2017-05-26 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-05-16 07:35:07,53.9,13.4,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,5bca48888c37df859f8fa44f2e633f96,5.0,,,2017-05-18 00:00:00,2017-05-19 10:54:46,c2f70b70cc6c043ca2f6ac87c0510fac,85892,santa helena,PR,81930,curitiba,PR,2017Q2,2 tri,2017
34,0771dcbed01969791b77f20d05573b89,615fbaeb4332030104ecbf4ca33aa191,delivered,2017-06-30 17:47:14,2017-06-30 17:55:20,2017-07-03 15:39:55,2017-07-05 16:13:31,2017-07-20 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-07-06 17:55:20,53.9,13.4,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,e268e2dd24cc5b03ae1aa4905b19ee17,5.0,,"eu comprei 3 produtos, ate agora chegou 1, foi antes do esperado, em otimo estado, recomendaria com certeza.",2017-07-06 00:00:00,2017-07-07 13:14:10,8bd61a6829b0751fccf20202d10e11c8,87970,nova londrina,PR,81930,curitiba,PR,2017Q2,2 tri,2017
35,3b1bf20520476dc7b150dd52f521e525,aea1dc2400dfb8eed8cc28b4f8f84faf,delivered,2017-05-24 21:39:01,2017-05-26 02:25:18,2017-05-26 17:53:52,2017-06-02 15:07:53,2017-06-16 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-06-01 02:25:18,53.9,16.14,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,c522c1c7f704cb0e202fcbba1a5627de,4.0,,,2017-06-03 00:00:00,2017-06-04 10:21:43,558f30ef40ea639bb2a653de68b87c96,13760,tapiratiba,SP,81930,curitiba,PR,2017Q2,2 tri,2017
36,8728d50cf8a703b24a9f7d755d9e40d9,d42e6d6ecf34bc3f0d2dfe281274e4ad,delivered,2017-05-12 21:57:37,2017-05-12 22:05:19,2017-05-16 11:08:45,2017-05-25 07:51:47,2017-06-01 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-05-17 22:05:19,53.9,16.14,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,929b42ec9ca66f6331e6491afbc93903,5.0,,,2017-05-26 00:00:00,2017-05-26 21:26:27,ed2ff3e9f802fd7efb2635cb48694ea0,13835,conchal,SP,81930,curitiba,PR,2017Q2,2 tri,2017
37,9399731dd679003e21c7f24ad39ffa32,bb98e27058a8d72162176e336a2b97a2,delivered,2017-09-07 20:12:30,2017-09-07 20:25:11,2017-09-11 20:05:23,2017-09-21 17:54:38,2017-09-28 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-09-13 20:25:11,53.9,16.14,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,e1ab6dc35ba2d1c45acf9ef726e09ba9,4.0,,O prazo de entrega poderia ter sido um pouco menor.,2017-09-22 00:00:00,2017-09-23 14:39:18,22745c06a87ddc1142c22ce98c5bf8d1,17033,bauru,SP,81930,curitiba,PR,2017Q3,3 tri,2017
38,9a2ef2765bbead115f2a3630fc7095c9,3b362cbf0b7edb07199625081ac355fa,delivered,2017-04-23 17:16:31,2017-04-25 08:15:33,2017-04-25 19:20:11,2017-05-04 15:12:28,2017-05-15 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-05-02 08:15:33,53.9,15.14,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,2231d904429f0b3e04285e7494ae3d7b,4.0,,"Tudo Certo.
Muito Grato. :)
",2017-05-05 00:00:00,2017-05-06 17:21:04,b7d4013284aae72487856aea2e229c1a,2516,sao paulo,SP,81930,curitiba,PR,2017Q2,2 tri,2017
39,b4a4c9808ae2aa7c8811e9666d5f9058,a4eac3f283d1dd74c10fa10152119c89,delivered,2017-03-12 14:18:03,2017-03-12 14:18:03,2017-03-14 13:07:46,2017-03-20 12:07:06,2017-04-03 00:00:00,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-03-16 14:18:03,53.9,15.14,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0,e70c17f6066c97e0996c2d52d0c556e1,5.0,,,2017-03-21 00:00:00,2017-03-24 05:27:13,416a54944eae382bc0bdf539fcca1fe7,5160,sao paulo,SP,81930,curitiba,PR,2017Q1,1 tri,2017
